SubmissionDate,survey_description,project,project_country,existing_implementing_partner,new_partner,activity_type,other_activity_type,females_in_activity,males_in_activity,total_participants_in_activity,generated_note_name_12,date_of_activity,demonstration_site_details,date_of_site_establishment,date_of_group_formation,details_of_groups,females_in_group,male_in_group,total_groups_formed,generated_note_name_21,photo,gps-Latitude,gps-Longitude,gps-Altitude,gps-Accuracy,device_id,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status
2021-10-28T06:40:07.586Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,8,44,52,,2021-10-28T09:37:00.000+03:00,,,,,,,,,1635403137359.jpg,9.0471694,38.4000133,0.0,1100.0,355668112472308,uuid:e9e55530-ad0c-492a-bf73-a981f829c524,uuid:e9e55530-ad0c-492a-bf73-a981f829c524,278,Girma Demissie,1,1
2021-09-29T09:23:02.096Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,42,8,50,,2021-09-29T06:21:00.000+03:00,,,,,,,,,1632907329374.jpg,8.9760752,37.7640613,0.0,2448.0,collect:STii4aLWjWoDqs3c,uuid:cef34939-623c-4422-b833-5e842a246278,uuid:cef34939-623c-4422-b833-5e842a246278,299,Tariku Tesfaye Edosa,1,1
2021-09-29T09:19:33.690Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,42,6,48,,2021-09-29T06:17:00.000+03:00,,,,,,,,,1632907092317.jpg,8.9760752,37.7640613,0.0,2448.0,collect:STii4aLWjWoDqs3c,uuid:ef6754f1-733a-4e79-8e0a-4871022229ed,uuid:ef6754f1-733a-4e79-8e0a-4871022229ed,299,Tariku Tesfaye Edosa,1,1
2021-09-29T07:36:32.534Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,38,8,46,,2021-09-29T04:35:00.000+03:00,,,,,,,,,1632900961143.jpg,8.9760752,37.7640613,0.0,2448.0,collect:STii4aLWjWoDqs3c,uuid:45a2a54a-2919-4792-8524-a47dc497d012,uuid:45a2a54a-2919-4792-8524-a47dc497d012,299,Tariku Tesfaye Edosa,1,1
2021-09-29T07:34:36.060Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,38,8,46,,2021-09-29T04:28:00.000+03:00,,,,,,,,,1632900506517.jpg,8.9760752,37.7640613,0.0,2448.0,collect:STii4aLWjWoDqs3c,uuid:1ce30e99-5343-4996-841d-be917392574b,uuid:1ce30e99-5343-4996-841d-be917392574b,299,Tariku Tesfaye Edosa,1,1
2021-09-29T07:25:07.144Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,38,5,43,,2021-09-29T10:21:00.000+03:00,,,,,,,,,,8.9801455,37.773443,0.0,3965.0,collect:STii4aLWjWoDqs3c,uuid:61715c7b-bcfe-40f9-9584-8df6dfc2341c,uuid:61715c7b-bcfe-40f9-9584-8df6dfc2341c,299,Tariku Tesfaye Edosa,0,0
2021-09-29T07:24:24.662Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,38,5,43,,2021-09-29T04:23:00.000+03:00,,,,,,,,,1632900228338.jpg,8.9804867,37.7741627,0.0,4588.0,collect:STii4aLWjWoDqs3c,uuid:6a739554-cb65-480b-af2c-c64cd8a13fd6,uuid:6a739554-cb65-480b-af2c-c64cd8a13fd6,299,Tariku Tesfaye Edosa,1,1
2021-09-29T07:06:43.503Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,48,8,56,,2021-09-29T10:06:00.000+03:00,,,,,,,,,1632899178094.jpg,8.9765947,37.7641233,0.0,1000.0,collect:TKrW8agksly8TRo6,uuid:d7d089c7-90bd-49ae-a5d1-570eaf3a4d19,uuid:d7d089c7-90bd-49ae-a5d1-570eaf3a4d19,299,Tariku Tesfaye Edosa,1,1
2021-09-29T07:04:19.796Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,50,8,58,,2021-09-29T10:03:00.000+03:00,,,,,,,,,1632899028759.jpg,8.9765947,37.7641233,0.0,1000.0,collect:TKrW8agksly8TRo6,uuid:66f9d6c3-4377-4ba3-aee2-d3060a0469ee,uuid:66f9d6c3-4377-4ba3-aee2-d3060a0469ee,299,Tariku Tesfaye Edosa,1,1
2021-09-29T07:02:54.872Z,,CBFAMFEWII,Ethiopia,EIAR,,Training_of_Agricultural_Extension_Workers,,50,8,58,,2021-09-29T10:02:00.000+03:00,,,,,,,,,1632898942307.jpg,8.9765947,37.7641233,0.0,1000.0,collect:TKrW8agksly8TRo6,uuid:a40af925-89c6-4dde-9028-c98be294a4b7,uuid:a40af925-89c6-4dde-9028-c98be294a4b7,299,Tariku Tesfaye Edosa,1,1
